rowno,Make,Model,Year,Engine_Fuel_Type,Engine_HP,Engine_Cylinders,Transmission_Type,Driven_Wheels,Number_of_Doors,Market_Category,Vehicle_Size,Vehicle_Style,highway_MPG,city_mpg,Popularity,MSRP
9759,Dodge,Dakota,2009,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4,,Compact,Extended Cab Pickup,20,15,1851,23710
9760,Buick,Rainier,2006,regular unleaded,291.0,6.0,AUTOMATIC,rear wheel drive,4,,Midsize,4dr SUV,20,14,155,30580
9761,Chevrolet,Silverado 1500,2017,regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4,,Large,Extended Cab Pickup,22,16,1385,41590
9762,Nissan,Frontier,2017,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4,,Compact,Extended Cab Pickup,23,16,2009,24620
9763,Volkswagen,Passat,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,4,,Midsize,Sedan,35,24,873,26915
9764,Volkswagen,Passat,2017,premium unleaded (required),280.0,6.0,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,28,20,873,29295
9765,Oldsmobile,Ninety-Eight,1994,regular unleaded,225.0,6.0,AUTOMATIC,front wheel drive,4,,Large,Sedan,24,15,26,2000
9766,Rolls-Royce,Phantom,2014,premium unleaded (required),453.0,12.0,AUTOMATIC,rear wheel drive,4,"Exotic,Luxury,Performance",Large,Sedan,19,11,86,474990
9767,Mercedes-Benz,400-Class,1992,regular unleaded,282.0,8.0,AUTOMATIC,rear wheel drive,4,,Large,Sedan,16,12,617,2497
9768,Cadillac,Brougham,1990,regular unleaded,140.0,8.0,AUTOMATIC,rear wheel drive,4,,Large,Sedan,22,15,1624,2000
9769,BMW,1 Series,2013,premium unleaded (required),230.0,6.0,MANUAL,rear wheel drive,2,,Compact,Coupe,28,19,3916,31500
9770,Hyundai,XG350,2005,regular unleaded,194.0,6.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,24,16,1439,26499
9771,Cadillac,ATS Coupe,2017,regular unleaded,335.0,6.0,AUTOMATIC,rear wheel drive,2,,Compact,Coupe,30,20,1624,49495
9772,Cadillac,CTS,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,rear wheel drive,4,,Large,Sedan,30,20,1624,55670
9773,Toyota,Tacoma,2017,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4,,Compact,Crew Cab Pickup,23,18,2031,42760
9774,Saab,09-May,2010,premium unleaded (recommended),300.0,6.0,AUTOMATIC,all wheel drive,4,,Large,Sedan,27,16,376,49165
9775,Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4,,Compact,Crew Cab Pickup,26,18,1385,29440
9776,Acura,RSX,2006,premium unleaded (required),201.0,4.0,MANUAL,front wheel drive,2,"Hatchback,Factory Tuner,Luxury,Performance",Compact,2dr Hatchback,28,20,204,23845
9777,GMC,Jimmy,2000,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4,,Midsize,4dr SUV,18,14,549,2916
9778,Chevrolet,Suburban,2016,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,rear wheel drive,4,"Flex Fuel,Performance",Large,4dr SUV,23,16,1385,49700
9779,Land Rover,Discovery Sport,2017,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4,,Midsize,4dr SUV,25,20,258,46595
9780,Infiniti,M,2013,premium unleaded (required),420.0,8.0,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,24,16,190,61200
9781,Toyota,Avalon Hybrid,2017,regular unleaded,200.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,39,40,2031,37250
9782,GMC,Envoy XL,2006,regular unleaded,291.0,6.0,AUTOMATIC,rear wheel drive,4,,Large,4dr SUV,19,14,549,30910
9783,Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),220.0,4.0,MANUAL,all wheel drive,2,,Midsize,Coupe,32,23,3105,41200
9784,Volkswagen,Jetta SportWagen,2013,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4,,Compact,Wagon,31,24,873,24395
9785,Dodge,Magnum,2007,regular unleaded,340.0,8.0,AUTOMATIC,all wheel drive,4,,Large,Wagon,22,15,1851,33615
9786,Volvo,740,1991,regular unleaded,162.0,4.0,MANUAL,rear wheel drive,4,"Luxury,Performance",Midsize,Wagon,24,18,870,2000
9787,Ford,Escape,2015,premium unleaded (recommended),178.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,4dr SUV,32,23,5657,29735
9788,Porsche,Panamera,2015,premium unleaded (required),420.0,6.0,AUTOMATED_MANUAL,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,26,17,1715,125600
9789,Volkswagen,CC,2016,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4,,Midsize,Sedan,31,22,873,37820
9790,Chevrolet,S-10,2003,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4,,Compact,Crew Cab Pickup,18,14,1385,24370
9791,Cadillac,Catera,1999,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,4,,Midsize,Sedan,23,16,1624,2066
9792,Mercedes-Benz,SL-Class,2016,premium unleaded (required),449.0,8.0,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,24,17,617,108050
9793,Mercedes-Benz,C-Class,2015,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4,,Midsize,Sedan,34,25,617,39050
9794,Mazda,CX-9,2015,regular unleaded,273.0,6.0,AUTOMATIC,front wheel drive,4,,Large,4dr SUV,24,17,586,32480
9795,Ford,E-150,1998,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,3,,Midsize,Passenger Van,17,12,5657,2256
9796,Toyota,Yaris,2017,regular unleaded,106.0,4.0,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,30,2031,18000
9797,Suzuki,XL7,2009,regular unleaded,252.0,6.0,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16,481,27395
9798,Cadillac,SRX,2015,regular unleaded,308.0,6.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,23,16,1624,51730
9799,Mercedes-Benz,C-Class,2015,premium unleaded (required),302.0,6.0,AUTOMATIC,rear wheel drive,2,,Compact,Coupe,28,20,617,44050
9800,Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,22,17,1385,34110
9801,Volkswagen,GLI,2009,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4,Performance,Compact,Sedan,31,21,873,24770
9802,Suzuki,Aerio,2006,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,Sedan,28,22,481,15999
9803,Mercedes-Benz,300-Class,1992,regular unleaded,177.0,6.0,AUTOMATIC,all wheel drive,4,,Midsize,Sedan,19,15,617,2207
9804,Chevrolet,TrailBlazer,2008,regular unleaded,285.0,6.0,AUTOMATIC,four wheel drive,4,,Midsize,4dr SUV,20,14,1385,31910
9805,Dodge,Ram Pickup 1500,2009,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,18,13,1851,29585
9806,Subaru,Forester,2017,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,32,26,640,25995
9807,Porsche,Boxster,2014,premium unleaded (required),315.0,6.0,MANUAL,rear wheel drive,2,,Compact,Convertible,28,20,1715,62100
9808,Dodge,Ram Pickup 1500,2010,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,four wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,18,13,1851,25065
9809,Volvo,XC60,2015,regular unleaded,240.0,6.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,25,18,870,37250
9810,Nissan,Titan,2015,regular unleaded,317.0,8.0,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,17,12,2009,34910
9811,Acura,ILX,2015,premium unleaded (recommended),150.0,4.0,AUTOMATIC,front wheel drive,4,Luxury,Compact,Sedan,35,24,204,27050
9812,Land Rover,LR2,2014,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Compact,4dr SUV,24,17,258,36600
9813,Land Rover,LR3,2008,premium unleaded (required),300.0,8.0,AUTOMATIC,four wheel drive,4,Luxury,Midsize,4dr SUV,17,12,258,54025
9814,Oldsmobile,Toronado,1990,regular unleaded,165.0,6.0,AUTOMATIC,front wheel drive,2,,Large,Coupe,24,16,26,2000
9815,BMW,X6 M,2015,premium unleaded (required),567.0,8.0,AUTOMATIC,all wheel drive,4,"Crossover,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,19,14,3916,102100
9816,Hyundai,Sonata Hybrid,2015,regular unleaded,199.0,4.0,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,40,36,1439,26000
9817,Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4,,Midsize,4dr SUV,21,16,640,33895
9818,Aston Martin,V8 Vantage,2015,premium unleaded (required),430.0,8.0,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,19,13,259,117995
9819,Acura,RL,2010,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,22,16,204,54250
9820,Pontiac,Sunfire,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,2,,Compact,Coupe,30,22,210,14930
9821,Dodge,Viper,2016,premium unleaded (required),645.0,10.0,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,21,12,1851,95895
9822,Chevrolet,Silverado 1500,2017,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4,,Large,Crew Cab Pickup,22,15,1385,54625
9823,Land Rover,Range Rover,2014,premium unleaded (required),340.0,6.0,AUTOMATIC,four wheel drive,4,Luxury,Large,4dr SUV,23,17,258,88300
9824,Volkswagen,Beetle,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2,,Compact,2dr Hatchback,33,24,873,19995
9825,Chevrolet,Sonic,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,24,1385,18145
9826,Cadillac,ATS Coupe,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,rear wheel drive,2,,Compact,Coupe,31,21,1624,47095
9827,BMW,5 Series,2015,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,34,23,3916,49950
9828,Suzuki,Reno,2008,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,28,20,481,14339
9829,Suzuki,Kizashi,2012,regular unleaded,180.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,31,23,481,20999
9830,BMW,4 Series Gran Coupe,2015,premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,33,22,3916,42300
9831,Saab,09-May,2009,premium unleaded (recommended),260.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,27,17,376,39400
9832,Chevrolet,Blazer,2005,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2,,Compact,2dr SUV,20,14,1385,21305
9833,GMC,S-15 Jimmy,1991,regular unleaded,150.0,6.0,MANUAL,rear wheel drive,2,,Compact,2dr SUV,22,15,549,2000
9834,Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,all wheel drive,4,,Large,Passenger Minivan,23,16,2031,37400
9835,Mercedes-Benz,SLS AMG,2012,premium unleaded (required),563.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,Luxury,High-Performance",Compact,Convertible,20,14,617,196100
9836,Volvo,C30,2012,premium unleaded (recommended),227.0,5.0,MANUAL,front wheel drive,2,,Compact,2dr Hatchback,29,21,870,24950
9837,Subaru,Loyale,1993,regular unleaded,90.0,4.0,MANUAL,front wheel drive,4,,Compact,Sedan,29,22,640,2000
9838,Toyota,Tundra,2015,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Extended Cab Pickup,17,13,2031,41385
9839,Toyota,Previa,1995,regular unleaded,161.0,4.0,AUTOMATIC,rear wheel drive,3,,Compact,Passenger Minivan,20,16,2031,2000
9840,Toyota,Matrix,2012,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,29,21,2031,20755
9841,Dodge,Caliber,2010,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4,,Compact,Wagon,31,23,1851,17995
9842,Ford,E-Series Van,2014,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3,,Large,Cargo Van,16,12,5657,33660
9843,Toyota,Tacoma,2016,regular unleaded,278.0,6.0,AUTOMATIC,rear wheel drive,4,,Compact,Crew Cab Pickup,24,19,2031,35105
9844,Volkswagen,Golf,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,36,25,873,22395
9845,Chevrolet,Spark EV,2014,electric,140.0,0.0,DIRECT_DRIVE,front wheel drive,4,Hatchback,Compact,4dr Hatchback,109,128,1385,27010
9846,Audi,S3,2017,premium unleaded (required),292.0,4.0,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Compact,Sedan,28,21,3105,48400
9847,Saab,09-Mar,2009,premium unleaded (recommended),280.0,6.0,AUTOMATIC,all wheel drive,4,,Compact,Wagon,24,15,376,44885
9848,Cadillac,CTS Wagon,2013,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,4,,Midsize,Wagon,26,18,1624,51650
9849,GMC,Acadia,2016,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4,,Midsize,4dr SUV,22,15,549,49890
9850,Ford,Explorer Sport Trac,2009,regular unleaded,292.0,8.0,AUTOMATIC,all wheel drive,4,,Compact,Crew Cab Pickup,19,14,5657,33670
9851,GMC,Sierra 1500,2017,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4,,Large,Crew Cab Pickup,20,15,549,55305
9852,Ford,Edge,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4,,Midsize,4dr SUV,27,20,5657,37595
9853,Mazda,CX-5,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,4dr SUV,33,26,586,23595
9854,Volkswagen,Passat,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,38,25,873,26280
9855,Ferrari,458 Italia,2013,premium unleaded (required),562.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2,,Compact,Coupe,17,13,2774,233509
9856,GMC,Envoy,2008,regular unleaded,300.0,8.0,AUTOMATIC,four wheel drive,4,,Midsize,4dr SUV,19,13,549,37105
9857,Suzuki,Equator,2010,regular unleaded,152.0,4.0,MANUAL,rear wheel drive,4,,Compact,Extended Cab Pickup,23,19,481,17520
9858,Suzuki,Grand Vitara,2012,regular unleaded,166.0,4.0,AUTOMATIC,rear wheel drive,4,Crossover,Compact,4dr SUV,25,19,481,22299
9859,Kia,Optima,2015,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,Sedan,34,23,1720,21840
9860,GMC,Sierra 1500,2016,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4,,Large,Crew Cab Pickup,22,16,549,54540
9861,Nissan,370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2,,Compact,Coupe,26,18,2009,37970
9862,Ford,Thunderbird,2004,premium unleaded (required),280.0,8.0,AUTOMATIC,rear wheel drive,2,Performance,Midsize,Convertible,21,15,5657,37435
9863,GMC,Terrain,2016,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4,Crossover,Compact,4dr SUV,32,22,549,30620
9864,Volkswagen,Beetle Convertible,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2,,Compact,Convertible,34,25,873,25490
9865,Mercedes-Benz,600-Class,1992,regular unleaded,402.0,12.0,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,14,10,617,2960
9866,Audi,Q5,2016,premium unleaded (required),220.0,4.0,AUTOMATIC,all wheel drive,4,"Crossover,Luxury",Midsize,4dr SUV,28,20,3105,42750
9867,Mitsubishi,Mighty Max Pickup,1996,regular unleaded,116.0,4.0,MANUAL,rear wheel drive,2,,Compact,Regular Cab Pickup,23,18,436,2000
9868,Dodge,Ram Pickup 1500,2009,flex-fuel (unleaded/E85),310.0,8.0,AUTOMATIC,four wheel drive,4,Flex Fuel,Large,Crew Cab Pickup,18,13,1851,32945
9869,Mercedes-Benz,300-Class,1993,regular unleaded,217.0,6.0,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,17,617,2187
9870,GMC,Yukon,2016,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4,Performance,Large,4dr SUV,22,15,549,65325
9871,Ford,F-150,2015,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,2,,Large,Regular Cab Pickup,25,18,5657,26330
9872,GMC,S-15 Jimmy,1991,regular unleaded,150.0,6.0,MANUAL,four wheel drive,2,,Compact,2dr SUV,18,14,549,2000
9873,Volvo,760,1990,regular unleaded,144.0,6.0,AUTOMATIC,rear wheel drive,4,,Midsize,Sedan,19,15,870,2000
9874,Volkswagen,Jetta,2015,regular unleaded,170.0,4.0,MANUAL,front wheel drive,4,,Midsize,Sedan,37,25,873,18995
9875,Saab,09-Mar,2011,premium unleaded (recommended),210.0,4.0,AUTOMATIC,all wheel drive,4,,Compact,Wagon,27,17,376,36975
9876,Chevrolet,S-10 Blazer,1994,regular unleaded,165.0,6.0,MANUAL,four wheel drive,4,,Midsize,4dr SUV,20,15,1385,2000
9877,Chevrolet,S-10,2002,flex-fuel (unleaded/E85),120.0,4.0,AUTOMATIC,rear wheel drive,3,Flex Fuel,Compact,Extended Cab Pickup,23,17,1385,19209
9878,Chevrolet,Black Diamond Avalanche,2013,flex-fuel (unleaded/E85),320.0,8.0,AUTOMATIC,four wheel drive,4,,Large,Crew Cab Pickup,21,15,1385,41675
9879,Hyundai,Excel,1994,regular unleaded,81.0,4.0,MANUAL,front wheel drive,2,,Compact,2dr Hatchback,33,24,1439,2000
9880,Volvo,C30,2012,premium unleaded (recommended),227.0,5.0,MANUAL,front wheel drive,2,,Compact,2dr Hatchback,29,21,870,27450
9881,Ford,Explorer Sport,2002,regular unleaded,203.0,6.0,AUTOMATIC,rear wheel drive,2,,Midsize,2dr SUV,20,15,5657,24615
9882,Honda,Civic,2016,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,2,,Compact,Coupe,41,30,2202,19850
9883,Dodge,Neon,2003,regular unleaded,132.0,4.0,MANUAL,front wheel drive,4,,Compact,Sedan,32,25,1851,13030
9884,Nissan,Frontier,2017,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4,,Compact,Crew Cab Pickup,23,16,2009,26470
9885,Lotus,Exige,2009,premium unleaded (recommended),257.0,4.0,MANUAL,rear wheel drive,2,,Compact,Coupe,26,20,613,74995
9886,Audi,A3,2016,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4,,Compact,Sedan,33,23,3105,34400
9887,Toyota,Tacoma,2016,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4,,Compact,Crew Cab Pickup,23,18,2031,34700
9888,Dodge,Challenger,2015,premium unleaded (recommended),707.0,8.0,MANUAL,rear wheel drive,2,,Large,Coupe,22,13,1851,58295
9889,Dodge,RAM 150,1992,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2,,Large,Extended Cab Pickup,16,11,1851,2000
9890,Ford,Windstar,2003,regular unleaded,200.0,6.0,AUTOMATIC,front wheel drive,4,,Midsize,Passenger Minivan,22,16,5657,26315
9891,GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18,549,34955
9892,Toyota,Camry Solara,2008,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,2,,Midsize,Coupe,31,22,2031,24155
9893,Nissan,Axxess,1990,regular unleaded,138.0,4.0,AUTOMATIC,four wheel drive,3,,Compact,Passenger Minivan,20,16,2009,2000
9894,Mazda,5,2015,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,Passenger Minivan,28,21,586,21240
9895,Ford,Transit Connect,2016,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,4,,Compact,Passenger Minivan,28,20,5657,26825
9896,Dodge,Caliber,2010,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4,,Compact,Wagon,31,23,1851,16975
9897,Suzuki,XL-7,2005,regular unleaded,185.0,6.0,AUTOMATIC,four wheel drive,4,,Midsize,4dr SUV,20,15,481,27799
9898,GMC,Canyon,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4,,Compact,Crew Cab Pickup,26,18,549,34280
9899,GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2,Flex Fuel,Large,Regular Cab Pickup,24,18,549,27715
9900,Land Rover,Range Rover Sport,2015,flex-fuel (premium unleaded required/E85),550.0,8.0,AUTOMATIC,four wheel drive,4,"Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,4dr SUV,19,14,258,110475
9901,Dodge,RAM 150,1991,regular unleaded,125.0,6.0,UNKNOWN,rear wheel drive,2,,Large,Regular Cab Pickup,17,12,1851,2000
9902,GMC,Acadia,2017,regular unleaded,194.0,4.0,AUTOMATIC,front wheel drive,4,,Midsize,4dr SUV,26,21,549,35070
9903,Mitsubishi,Outlander,2017,premium unleaded (recommended),224.0,6.0,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,27,20,436,31695
9904,Ford,Ranger,2009,regular unleaded,207.0,6.0,MANUAL,four wheel drive,2,,Compact,Extended Cab Pickup,19,15,5657,21810
9905,Infiniti,G20,2002,regular unleaded,145.0,4.0,MANUAL,front wheel drive,4,Luxury,Compact,Sedan,29,21,190,21395
9906,Hyundai,Accent,2016,regular unleaded,137.0,4.0,MANUAL,front wheel drive,4,,Compact,4dr Hatchback,38,27,1439,16495
9907,Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420.0,8.0,AUTOMATIC,rear wheel drive,4,,Large,4dr SUV,21,15,1624,80195
9908,Plymouth,Colt,1994,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2,,Compact,Coupe,35,28,535,2000
9909,Volkswagen,Golf GTI,2017,premium unleaded (recommended),220.0,4.0,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,34,24,873,27995
9910,Volkswagen,GTI,2014,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873,30795
9911,Dodge,Dakota,2008,regular unleaded,302.0,8.0,AUTOMATIC,rear wheel drive,4,,Compact,Extended Cab Pickup,19,14,1851,27780
9912,Lexus,LS 460,2015,premium unleaded (required),386.0,8.0,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,24,16,454,72520
9913,Dodge,Journey,2016,regular unleaded,283.0,6.0,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,24,16,1851,26595
9914,Honda,Pilot,2017,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,26,18,2202,39855
9915,Dodge,Daytona,1991,regular unleaded,141.0,6.0,MANUAL,front wheel drive,2,,Compact,2dr Hatchback,25,17,1851,2000
9916,Dodge,Intrepid,2003,regular unleaded,244.0,6.0,AUTOMATIC,front wheel drive,4,,Large,Sedan,25,17,1851,24875
9917,Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873,29525
9918,Cadillac,Escalade,2016,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4,,Large,4dr SUV,22,15,1624,81545
9919,Volkswagen,Jetta SportWagen,2012,regular unleaded,170.0,5.0,MANUAL,front wheel drive,4,,Compact,Wagon,33,23,873,20195
9920,Toyota,Tercel,1997,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2,,Compact,Coupe,35,28,2031,2012
9921,Suzuki,Sidekick,1996,regular unleaded,95.0,4.0,MANUAL,four wheel drive,2,,Compact,Convertible SUV,24,21,481,2000
9922,Ford,Shelby GT500,2012,premium unleaded (required),550.0,8.0,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Midsize,Coupe,23,15,5657,48810
9923,Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,four wheel drive,4,Crossover,Large,4dr SUV,26,19,2009,34830
9924,Chevrolet,Camaro,2015,premium unleaded (recommended),426.0,8.0,MANUAL,rear wheel drive,2,,Midsize,Convertible,24,16,1385,39505
9925,Mazda,CX-5,2016,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4,,Midsize,4dr SUV,35,26,586,21795
9926,GMC,Sierra 1500 Hybrid,2011,regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4,Hybrid,Large,Crew Cab Pickup,23,20,549,45425
9927,Mitsubishi,Raider,2007,regular unleaded,235.0,8.0,AUTOMATIC,four wheel drive,4,,Compact,Crew Cab Pickup,19,14,436,28445
9928,Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,28,22,2031,33230
9929,Nissan,Truck,1996,regular unleaded,134.0,4.0,MANUAL,rear wheel drive,2,,Compact,Extended Cab Pickup,24,19,2009,2547
9930,Volkswagen,Golf,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,25,873,20995
